TICKET_NMBR,assigned_group
IN10127469,1
IN10127470,1
IN10127471,1
IN10127472,1
IN10127473,1
IN10127474,2
IN10127475,1
IN10127476,1
IN10127477,1
IN10127478,1
IN10127479,1
IN10127480,1
IN10127481,2
IN10127482,2
IN10127484,1
IN10127485,1
IN10127486,1
IN10127487,1
IN10127488,1
IN10127490,1
IN10127491,2
IN10127492,1
IN10127494,1
IN10127495,1
IN10127497,1
IN10127498,4
IN10127500,1
IN10127501,3
IN10127502,1
IN10127504,1
IN10127505,2
IN10127506,1
IN10127507,1
IN10127508,1
IN10127509,1
IN10127510,2
IN10127512,1
IN10127513,3
IN10127514,1
IN10127515,2
IN10127516,1
IN10127517,1
IN10127521,1
IN10127523,2
IN10127526,1
IN10127527,2
IN10127528,1
IN10127529,2
IN10127530,1
IN10127531,2
IN10127532,1
IN10127534,1
IN10127535,1
IN10127536,3
IN10127537,1
IN10127539,1
IN10127540,1
IN10127541,1
IN10127542,5
IN10127543,2
IN10127544,1
IN10127545,2
IN10127546,1
IN10127547,3
IN10127548,1
IN10127549,1
IN10127550,1
IN10127551,4
IN10127552,4
IN10127553,1
IN10127554,2
IN10127555,1
IN10127556,1
IN10127557,1
IN10127558,1
IN10127559,1
IN10127560,1
IN10127561,1
IN10127563,1
IN10127564,1
IN10127565,2
IN10127566,2
IN10127597,1
IN10127598,1
IN10127600,1
IN10127613,1
IN10127617,1
IN10127620,2
IN10127623,1
IN10127624,1
IN10127625,1
IN10127626,1
IN10127628,1
IN10127635,1
IN10127636,2
IN10127637,1
IN10127638,1
IN10127639,1
IN10127640,1
IN10127641,1
IN10127642,1
IN10127643,1
IN10127644,1
IN10127645,1
IN10127646,2
IN10127647,2
IN10127648,1
IN10127649,2
IN10127650,2
IN10127651,1
IN10127652,1
IN10127653,1
IN10127654,1
IN10127689,1
IN10127708,1
IN10127710,2
IN10127712,4
IN10127713,2
IN10127714,3
IN10127715,3
IN10127716,1
IN10127717,1
IN10127718,2
IN10127719,1
IN10127722,1
IN10127723,1
IN10127724,2
IN10127725,1
IN10127726,2
IN10127727,1
IN10127728,1
IN10127731,1
IN10127733,1
IN10127734,1
IN10127735,1
IN10127736,1
IN10127737,1
IN10127738,2
IN10127739,2
IN10127740,1
IN10127741,3
IN10127742,2
IN10127743,3
IN10127746,1
IN10127747,1
IN10127748,1
IN10127749,2
IN10127750,1
IN10127751,2
IN10127752,2
IN10127753,2
IN10127754,1
IN10127757,1
IN10127758,1
IN10127759,1
IN10127760,1
IN10127761,2
IN10127762,1
IN10127763,7
IN10127764,1
IN10127766,1
IN10127767,1
IN10127768,1
IN10127769,1
IN10127770,1
IN10127771,1
IN10127772,1
IN10127773,1
IN10127774,1
IN10127775,3
IN10127777,1
IN10127778,2
IN10127780,1
IN10127783,1
IN10127784,1
IN10127785,1
IN10127786,1
IN10127787,2
IN10127788,1
IN10127789,1
IN10127790,1
IN10127792,1
IN10127795,1
IN10127797,1
IN10127798,1
IN10127801,1
IN10127802,1
IN10127803,2
IN10127804,1
IN10127805,1
IN10127806,1
IN10127807,1
IN10127808,1
IN10127810,2
IN10127811,1
IN10127812,1
IN10127813,1
IN10127815,1
IN10127816,1
IN10127817,1
IN10127818,1
IN10127819,1
IN10127820,1
IN10127821,1
IN10127822,4
IN10127823,1
IN10127824,1
IN10127825,3
IN10127827,2
IN10127828,1
IN10127829,1
IN10127830,1
IN10127833,1
IN10127834,1
IN10127836,2
IN10127837,1
IN10127838,1
IN10127839,1
IN10127840,1
IN10127841,1
IN10127842,1
IN10127843,1
IN10127844,1
IN10127845,2
IN10127846,1
IN10127848,1
IN10127849,2
IN10127850,1
IN10127851,1
IN10127852,1
IN10127853,2
IN10127854,1
IN10127857,1
IN10127858,0
IN10127859,1
IN10127860,0
IN10127861,1
IN10127862,0
IN10127864,1
IN10127865,1
IN10127866,1
IN10127867,1
IN10127868,1
IN10127869,1
IN10127870,1
IN10127871,1
IN10127872,1
IN10127873,1
IN10127874,2
IN10127875,2
IN10127876,1
IN10127877,1
IN10127878,1
IN10127879,1
IN10127880,2
IN10127882,1
IN10127883,1
IN10127884,1
IN10127885,2
IN10127886,1
IN10127887,1
IN10127888,1
IN10127889,1
IN10127891,1
IN10127892,1
IN10127893,1
IN10127894,2
IN10127895,1
IN10127896,1
IN10127899,1
IN10127900,1
IN10127901,1
IN10127902,3
IN10127903,1
IN10127904,1
IN10127905,1
IN10127906,1
IN10127907,1
IN10127908,1
IN10127909,1
IN10127910,1
IN10127911,1
IN10127912,2
IN10127913,1
IN10127914,4
IN10127915,1
IN10127916,1
IN10127918,1
IN10127919,4
IN10127920,1
IN10127921,1
IN10127922,2
IN10127923,1
IN10127925,3
IN10127927,1
IN10127928,3
IN10127929,1
IN10127930,1
IN10127931,1
IN10127932,1
IN10127933,1
IN10127934,1
IN10127935,1
IN10127937,1
IN10127938,1
IN10127942,2
IN10127944,3
IN10127945,1
IN10127947,1
IN10127948,1
IN10127950,1
IN10127951,1
IN10127952,1
IN10127953,1
IN10127954,3
IN10127955,1
IN10127957,1
IN10127958,1
IN10127959,1
IN10127960,1
IN10127961,1
IN10127964,3
IN10127965,1
IN10127967,1
IN10127968,2
IN10127969,2
IN10127972,4
IN10127973,3
IN10127975,1
IN10127976,1
IN10127977,1
IN10127981,1
IN10127982,1
IN10127983,1
IN10127985,1
IN10127986,1
IN10127989,1
IN10127990,1
IN10127992,1
IN10127993,1
IN10127994,2
IN10127995,1
IN10127996,2
IN10127997,2
IN10127998,2
IN10127999,1
IN10128001,1
IN10128002,1
IN10128003,2
IN10128004,2
IN10128005,1
IN10128006,3
IN10128007,1
IN10128008,1
IN10128009,1
IN10128011,1
IN10128012,1
IN10128013,1
IN10128014,1
IN10128017,1
IN10128018,2
IN10128019,5
IN10128021,1
IN10128022,1
IN10128024,1
IN10128025,2
IN10128026,1
IN10128027,3
IN10128028,1
IN10128029,1
IN10128030,1
IN10128031,1
IN10128032,1
IN10128033,1
IN10128034,4
IN10128036,1
IN10128037,1
IN10128039,1
IN10128040,1
IN10128041,3
IN10128043,2
IN10128044,2
IN10128045,1
IN10128046,1
IN10128049,1
IN10128050,2
IN10128051,1
IN10128052,2
IN10128053,1
IN10128056,1
IN10128057,2
IN10128058,1
IN10128059,1
IN10128061,1
IN10128062,1
IN10128063,1
IN10128064,1
IN10128066,1
IN10128067,2
IN10128068,2
IN10128070,1
IN10128071,1
IN10128072,1
IN10128073,3
IN10128074,1
IN10128075,2
IN10128076,1
IN10128077,1
IN10128080,1
IN10128082,1
IN10128084,1
IN10128085,1
IN10128086,1
IN10128087,2
IN10128088,2
IN10128089,1
IN10128090,1
IN10128091,1
IN10128092,1
IN10128093,2
IN10128094,1
IN10128096,1
IN10128097,2
IN10128098,3
IN10128099,1
IN10128103,1
IN10128104,1
IN10128106,1
IN10128108,1
IN10128110,1
IN10128111,1
IN10128112,1
IN10128113,1
IN10128114,1
IN10128115,1
IN10128116,1
IN10128118,1
IN10128119,3
IN10128121,1
IN10128122,1
IN10128123,2
IN10128125,1
IN10128126,1
IN10128127,1
IN10128128,1
IN10128129,1
IN10128132,1
IN10128133,1
IN10128136,1
IN10128138,1
IN10128139,1
IN10128140,1
IN10128141,1
IN10128143,1
IN10128144,1
IN10128145,1
IN10128146,1
IN10128147,1
IN10128148,1
IN10128151,1
IN10128152,1
IN10128155,1
IN10128157,1
IN10128158,1
IN10128160,1
IN10128161,1
IN10128162,2
IN10128163,1
IN10128164,1
IN10128165,1
IN10128167,1
IN10128168,3
IN10128169,1
IN10128171,1
IN10128172,1
IN10128173,1
IN10128174,1
IN10128175,1
IN10128178,1
IN10128179,1
IN10128180,1
IN10128183,1
IN10128184,1
IN10128185,1
IN10128186,1
IN10128188,2
IN10128189,1
IN10128190,2
IN10128191,4
IN10128192,1
IN10128193,1
IN10128194,1
IN10128195,1
IN10128196,6
IN10128197,1
IN10128198,1
IN10128199,1
IN10128200,1
IN10128201,2
IN10128202,4
IN10128203,1
IN10128204,3
IN10128206,4
IN10128207,1
IN10128208,2
IN10128209,1
IN10128210,2
IN10128212,1
IN10128213,2
IN10128214,1
IN10128215,3
IN10128217,1
IN10128219,4
IN10128220,1
IN10128221,2
IN10128222,3
IN10128224,1
IN10128225,1
IN10128227,1
IN10128228,2
IN10128229,1
IN10128230,1
IN10128232,1
IN10128234,1
IN10128237,1
IN10128238,1
IN10128239,2
IN10128240,1
IN10128241,1
IN10128242,1
IN10128243,1
IN10128244,1
IN10128248,1
IN10128249,3
IN10128250,1
IN10128252,2
IN10128253,1
IN10128254,1
IN10128255,1
IN10128256,1
IN10128258,1
IN10128259,1
IN10128262,2
IN10128263,2
IN10128264,1
IN10128265,1
IN10128266,2
IN10128267,2
IN10128270,1
IN10128271,2
IN10128272,2
IN10128273,1
IN10128274,1
IN10128275,1
IN10128276,1
IN10128277,1
IN10128278,1
IN10128279,1
IN10128280,2
IN10128281,3
IN10128282,1
IN10128283,3
IN10128284,1
IN10128285,4
IN10128286,2
IN10128287,1
IN10128289,3
IN10128290,1
IN10128291,1
IN10128292,1
IN10128293,1
IN10128294,1
IN10128295,1
IN10128296,2
IN10128297,1
IN10128299,2
IN10128301,1
IN10128302,1
IN10128303,1
IN10128304,1
IN10128305,2
IN10128343,0
IN10128344,1
IN10128345,1
IN10128346,1
IN10128347,3
IN10128348,1
IN10128349,1
IN10128351,1
IN10128352,2
IN10128353,1
IN10128354,1
IN10128356,1
IN10128357,1
IN10128358,1
IN10128359,1
IN10128360,1
IN10128361,1
IN10128362,1
IN10128363,1
IN10128364,1
IN10128365,1
IN10128366,1
IN10128367,1
IN10128368,1
IN10128369,1
IN10128371,1
IN10128372,1
IN10128373,1
IN10128374,1
IN10128375,1
IN10128376,1
IN10128377,1
IN10128378,1
IN10128380,1
IN10128381,1
IN10128382,2
IN10128383,1
IN10128384,1
IN10128385,2
IN10128386,1
IN10128388,1
IN10128389,1
IN10128390,1
IN10128391,1
IN10128392,5
IN10128393,1
IN10128394,3
IN10128395,1
IN10128396,2
IN10128397,1
IN10128398,1
IN10128399,1
IN10128401,1
IN10128402,2
IN10128404,1
IN10128405,1
IN10128406,1
IN10128407,2
IN10128408,2
IN10128409,1
IN10128410,1
IN10128411,1
IN10128412,1
IN10128413,1
IN10128414,1
IN10128415,1
IN10128416,1
IN10128417,1
IN10128418,2
IN10128419,2
IN10128420,1
IN10128421,1
IN10128422,1
IN10128423,1
IN10128424,2
IN10128425,1
IN10128427,1
IN10128428,1
IN10128429,1
IN10128431,1
IN10128432,1
IN10128433,1
IN10128435,1
IN10128437,1
IN10128438,1
IN10128439,2
IN10128440,2
IN10128441,1
IN10128442,2
IN10128443,4
IN10128444,3
IN10128445,2
IN10128446,1
IN10128447,5
IN10128448,1
IN10128449,1
IN10128451,1
IN10128452,1
IN10128453,1
IN10128454,1
IN10128455,2
IN10128456,1
IN10128457,1
IN10128459,1
IN10128460,3
IN10128461,3
IN10128462,2
IN10128463,1
IN10128464,2
IN10128465,2
IN10128466,1
IN10128467,1
IN10128468,1
IN10128470,1
IN10128471,2
IN10128472,1
IN10128473,1
IN10128474,1
IN10128475,1
IN10128476,1
IN10128477,1
IN10128479,1
IN10128480,1
IN10128481,1
IN10128482,1
IN10128484,1
IN10128485,2
IN10128486,1
IN10128488,2
IN10128489,1
IN10128490,1
IN10128491,1
IN10128492,1
IN10128493,2
IN10128495,1
IN10128496,2
IN10128497,3
IN10128498,1
IN10128499,1
IN10128501,1
IN10128502,2
IN10128503,2
IN10128504,1
IN10128505,2
IN10128506,1
IN10128507,4
IN10128508,1
IN10128509,1
IN10128510,1
IN10128511,1
IN10128512,1
IN10128513,1
IN10128514,1
IN10128515,1
IN10128516,1
IN10128517,3
IN10128518,1
IN10128519,2
IN10128520,1
IN10128521,1
IN10128522,1
IN10128523,1
IN10128525,1
IN10128526,1
IN10128527,1
IN10128528,1
IN10128529,1
IN10128530,1
IN10128531,1
IN10128532,3
IN10128534,1
IN10128536,4
IN10128537,2
IN10128538,2
IN10128539,1
IN10128540,1
IN10128541,1
IN10128542,1
IN10128543,1
IN10128544,1
IN10128546,3
IN10128547,1
IN10128548,1
IN10128550,1
IN10128551,2
IN10128552,1
IN10128553,2
IN10128554,1
IN10128555,1
IN10128556,1
IN10128557,1
IN10128558,2
IN10128560,1
IN10128562,1
IN10128563,1
IN10128564,1
IN10128565,1
IN10128566,5
IN10128567,1
IN10128568,1
IN10128569,1
IN10128570,3
IN10128571,1
IN10128572,1
IN10128573,1
IN10128574,1
IN10128575,2
IN10128576,1
IN10128577,1
IN10128578,1
IN10128579,1
IN10128580,1
IN10128582,1
IN10128583,1
IN10128585,1
IN10128586,1
IN10128587,1
IN10128588,2
IN10128589,1
IN10128590,1
IN10128591,1
IN10128592,1
IN10128593,1
IN10128595,1
IN10128596,1
IN10128597,1
IN10128598,1
IN10128599,1
IN10128600,1
IN10128601,1
IN10128602,1
IN10128603,1
IN10128604,2
IN10128605,1
IN10128606,1
IN10128607,1
IN10128608,2
IN10128609,1
IN10128611,1
IN10128612,1
IN10128613,1
IN10128614,2
IN10128615,1
IN10128617,2
IN10128618,2
IN10128619,1
IN10128620,1
IN10128621,2
IN10128622,1
IN10128623,1
IN10128624,1
IN10128625,4
IN10128626,1
IN10128627,1
IN10128628,1
IN10128629,1
IN10128630,1
IN10128631,2
IN10128632,4
IN10128633,1
IN10128634,1
IN10128635,3
IN10128636,1
IN10128637,1
IN10128638,1
IN10128639,1
IN10128640,2
IN10128641,2
IN10128642,1
IN10128643,1
IN10128644,1
IN10128646,1
IN10128647,1
IN10128648,2
IN10128649,1
IN10128650,1
IN10128651,1
IN10128652,1
IN10128653,1
IN10128654,1
IN10128655,2
IN10128656,1
IN10128657,1
IN10128658,1
IN10128659,1
IN10128660,1
IN10128661,1
IN10128662,3
IN10128663,2
IN10128664,1
IN10128665,1
IN10128666,2
IN10128667,1
IN10128668,2
IN10128669,1
IN10128670,2
IN10128671,2
IN10128672,2
IN10128675,2
IN10128676,1
IN10128677,1
IN10128678,3
IN10128679,3
IN10128680,1
IN10128681,1
IN10128682,2
IN10128683,1
IN10128684,2
IN10128685,2
IN10128686,1
IN10128687,5
IN10128688,1
IN10128689,1
IN10128690,1
IN10128691,1
IN10128692,1
IN10128693,1
IN10128694,1
IN10128695,2
IN10128696,1
IN10128697,1
IN10128698,1
IN10128699,1
IN10128700,1
IN10128701,1
IN10128702,3
IN10128703,3
IN10128704,1
IN10128706,1
IN10128707,1
IN10128708,3
IN10128709,1
IN10128710,1
IN10128711,1
IN10128712,1
IN10128713,2
IN10128715,1
IN10128717,1
IN10128718,1
IN10128719,1
IN10128720,1
IN10128721,2
IN10128722,1
IN10128723,2
IN10128724,1
IN10128725,1
IN10128726,1
IN10128728,1
IN10128729,1
IN10128730,1
IN10128731,1
IN10128732,1
IN10128733,2
IN10128734,2
IN10128735,1
IN10128736,1
IN10128737,1
IN10128738,2
IN10128739,1
IN10128740,2
IN10128741,1
IN10128742,2
IN10128743,1
IN10128744,1
IN10128745,4
IN10128746,2
IN10128747,1
IN10128748,1
IN10128749,1
IN10128750,1
IN10128751,1
IN10128752,1
IN10128753,1
IN10128754,2
IN10128755,2
IN10128756,3
IN10128757,1
IN10128758,1
IN10128759,1
IN10128760,1
IN10128761,2
IN10128762,1
IN10128763,3
IN10128764,1
IN10128766,2
IN10128767,1
IN10128769,1
IN10128770,1
IN10128772,1
IN10128773,1
IN10128774,2
IN10128775,2
IN10128776,1
IN10128777,2
IN10128778,1
IN10128779,1
IN10128780,1
IN10128781,2
IN10128782,2
IN10128783,1
IN10128784,3
IN10128785,1
IN10128786,1
IN10128787,1
IN10128788,1
IN10128789,1
IN10128790,1
IN10128791,1
IN10128792,1
IN10128794,2
IN10128795,1
IN10128796,2
IN10128798,2
IN10128799,1
IN10128800,1
IN10128801,2
IN10128802,2
IN10128804,2
IN10128805,1
IN10128806,4
IN10128807,3
IN10128808,1
IN10128809,1
IN10128810,1
IN10128811,2
IN10128812,1
IN10128813,1
IN10128814,2
IN10128815,2
IN10128816,3
IN10128817,1
IN10128819,1
IN10128820,1
IN10128821,1
IN10128822,1
IN10128823,1
IN10128824,1
IN10128825,2
IN10128826,2
IN10128827,2
IN10128828,1
IN10128829,1
IN10128830,1
IN10128831,2
IN10128832,1
IN10128833,2
IN10128834,2
IN10128835,1
IN10128836,1
IN10128838,1
IN10128839,1
IN10128840,2
IN10128841,1
IN10128842,1
IN10128843,1
IN10128844,1
IN10128845,1
IN10128846,1
IN10128847,2
IN10128848,1
IN10128849,6
IN10128850,1
IN10128851,2
IN10128852,1
IN10128853,1
IN10128854,1
IN10128855,1
IN10128856,1
IN10128857,2
IN10128858,3
IN10128859,3
IN10128860,1
IN10128861,1
IN10128862,1
IN10128863,3
IN10128864,1
IN10128865,2
IN10128867,1
IN10128868,1
IN10128869,1
IN10128870,1
IN10128871,1
IN10128872,1
IN10128873,1
IN10128874,2
IN10128875,1
IN10128876,1
IN10128877,3
IN10128878,1
IN10128879,1
IN10128880,1
IN10128881,1
IN10128882,1
IN10128883,1
IN10128884,1
IN10128885,1
IN10128886,1
IN10128887,3
IN10128888,3
IN10128889,3
IN10128890,1
IN10128891,3
IN10128892,1
IN10128893,1
IN10128894,1
IN10128895,1
IN10128896,2
IN10128897,1
IN10128898,1
IN10128899,1
IN10128900,1
IN10128901,1
IN10128902,1
IN10128903,1
IN10128904,1
IN10128905,1
IN10128906,1
IN10128907,1
IN10128908,1
IN10128909,1
IN10128910,1
IN10128911,1
IN10128912,2
IN10128913,1
IN10128914,1
IN10128917,1
IN10128918,1
IN10128919,1
IN10128920,1
IN10128921,1
IN10128922,1
IN10128923,1
IN10128924,1
IN10128925,1
IN10128926,1
IN10128927,1
IN10128928,1
IN10128929,1
IN10128930,2
IN10128931,3
IN10128932,2
IN10128933,2
IN10128934,4
IN10128935,1
IN10128936,2
IN10128937,1
IN10128938,1
IN10128939,1
IN10128940,1
IN10128941,1
IN10128942,1
IN10128943,1
IN10128944,1
IN10128945,1
IN10128946,1
IN10128947,1
IN10128948,1
IN10128949,2
IN10128950,1
IN10128951,1
IN10128952,1
IN10128954,1
IN10128955,1
IN10128956,2
IN10128957,3
IN10128959,2
IN10128960,1
IN10128961,1
IN10128962,1
IN10128963,1
IN10128965,1
IN10128967,3
IN10128968,1
IN10128969,1
IN10128970,1
IN10128971,2
IN10128972,1
IN10128973,1
IN10128974,1
IN10128975,1
IN10128976,1
IN10128977,3
IN10128978,1
IN10128979,2
IN10128980,1
IN10128981,1
IN10128983,1
IN10128984,1
IN10128985,1
IN10128986,1
IN10128987,2
IN10128988,1
IN10128989,1
IN10128990,1
IN10128991,1
IN10128992,1
IN10128993,1
IN10128994,1
IN10128995,3
IN10128996,1
IN10128997,1
IN10128998,1
IN10128999,1
IN10129000,1
IN10129001,1
IN10129002,1
IN10129003,1
IN10129004,3
IN10129005,1
IN10129007,2
IN10129008,1
IN10129009,1
IN10129010,2
IN10129011,2
IN10129012,1
IN10129013,1
IN10129015,1
IN10129016,1
IN10129017,2
IN10129018,1
IN10129019,1
IN10129020,1
IN10129021,1
IN10129022,2
IN10129023,2
IN10129024,1
IN10129025,1
IN10129026,1
IN10129027,1
IN10129028,1
IN10129029,1
IN10129030,1
IN10129031,2
IN10129032,1
IN10129033,1
IN10129034,1
IN10129035,1
IN10129036,4
IN10129037,4
IN10129038,1
IN10129039,1
IN10129041,1
IN10129042,1
IN10129044,1
IN10129045,1
IN10129047,3
IN10129048,1
IN10129049,1
IN10129050,1
IN10129051,1
IN10129052,1
IN10129053,1
IN10129054,1
IN10129055,1
IN10129056,3
IN10129057,1
IN10129058,1
IN10129059,1
IN10129060,2
IN10129061,1
IN10129062,1
IN10129063,1
IN10129064,2
IN10129065,1
IN10129066,1
IN10129067,2
IN10129068,1
IN10129069,1
IN10129070,1
IN10129071,1
IN10129073,1
IN10129074,1
IN10129075,2
IN10129076,1
IN10129077,1
IN10129078,5
IN10129079,1
IN10129080,1
IN10129081,1
IN10129082,1
IN10129083,1
IN10129084,1
IN10129085,1
IN10129086,1
IN10129087,1
IN10129088,1
IN10129089,2
IN10129090,1
IN10129091,1
IN10129094,1
IN10129095,1
IN10129096,1
IN10129097,1
IN10129098,1
IN10129099,2
IN10129100,1
IN10129101,1
IN10129102,1
IN10129105,1
IN10129106,1
IN10129107,2
IN10129108,1
IN10129109,1
IN10129110,1
IN10129111,1
IN10129112,1
IN10129113,2
IN10129114,1
IN10129115,1
IN10129116,1
IN10129117,1
IN10129118,1
IN10129119,1
IN10129120,1
IN10129122,1
IN10129123,1
IN10129124,1
IN10129125,1
IN10129126,1
IN10129127,1
IN10129128,1
IN10129129,2
IN10129130,5
IN10129131,1
IN10129132,1
IN10129133,1
IN10129134,1
IN10129135,1
IN10129137,1
IN10129138,1
IN10129139,1
IN10129140,1
IN10129141,1
IN10129142,3
IN10129143,1
IN10129144,1
IN10129146,3
IN10129148,2
IN10129149,2
IN10129150,1
IN10129151,1
IN10129152,1
IN10129153,1
IN10129154,2
IN10129155,1
IN10129156,1
IN10129157,1
IN10129158,1
IN10129159,2
IN10129160,2
IN10129161,2
IN10129162,1
IN10129163,2
IN10129164,1
IN10129165,4
IN10129166,1
IN10129167,1
IN10129168,2
IN10129169,2
IN10129171,1
IN10129172,1
IN10129173,1
IN10129174,1
IN10129175,2
IN10129176,1
IN10129177,3
IN10129178,1
IN10129179,2
IN10129180,1
IN10129181,1
IN10129182,1
IN10129183,1
IN10129184,1
IN10129185,1
IN10129186,1
IN10129187,1
IN10129188,1
IN10129189,1
IN10129190,1
IN10129191,2
IN10129192,2
IN10129193,1
IN10129194,1
IN10129195,3
IN10129196,1
IN10129197,2
IN10129198,2
IN10129199,1
IN10129200,1
IN10129201,2
IN10129202,1
IN10129203,0
IN10129204,2
IN10129206,1
IN10129207,1
IN10129208,1
IN10129209,1
IN10129210,1
IN10129212,1
IN10129214,4
IN10129215,1
IN10129223,1
IN10129224,1
IN10129226,2
IN10129227,3
IN10129229,2
IN10129230,1
IN10129231,2
IN10129232,1
IN10129234,2
IN10129235,1
IN10129236,1
IN10129237,1
IN10129238,2
IN10129239,1
IN10129240,3
IN10129241,1
IN10129243,2
IN10129244,1
IN10129245,1
IN10129247,2
IN10129248,1
IN10129249,1
IN10129250,1
IN10129251,1
IN10129252,1
IN10129253,1
IN10129254,1
IN10129256,2
IN10129258,1
IN10129259,1
IN10129260,1
IN10129261,1
IN10129262,1
IN10129263,1
IN10129264,1
IN10129265,2
IN10129266,1
IN10129268,1
IN10129269,2
IN10129270,2
IN10129271,1
IN10129273,1
IN10129274,3
IN10129275,1
IN10129276,1
IN10129277,1
IN10129279,1
IN10129280,2
IN10129281,2
IN10129282,2
IN10129284,2
IN10129285,2
IN10129286,1
IN10129287,1
IN10129288,1
IN10129289,1
IN10129290,1
IN10129291,1
IN10129292,1
IN10129293,3
IN10129294,1
IN10129295,1
IN10129296,1
IN10129297,1
IN10129298,1
IN10129299,1
IN10129300,1
IN10129301,1
IN10129302,1
IN10129304,1
IN10129305,2
IN10129306,4
IN10129307,1
IN10129308,1
IN10129309,1
IN10129310,1
IN10129311,0
IN10129312,1
IN10129313,1
IN10129314,1
IN10129315,1
IN10129316,1
IN10129317,3
IN10129318,1
IN10129319,1
IN10129320,1
IN10129322,1
IN10129324,1
IN10129325,2
IN10129326,1
IN10129328,1
IN10129329,1
IN10129330,3
IN10129331,2
IN10129332,2
IN10129333,1
IN10129334,3
IN10129335,1
IN10129336,2
IN10129338,1
IN10129339,1
IN10129340,1
IN10129341,1
IN10129342,1
IN10129343,1
IN10129344,1
IN10129345,1
IN10129346,1
IN10129347,1
IN10129348,1
IN10129349,1
IN10129350,1
IN10129351,1
IN10129352,1
IN10129353,2
IN10129355,1
IN10129356,1
IN10129358,2
IN10129359,1
IN10129360,1
IN10129361,2
IN10129362,2
IN10129363,2
IN10129364,1
IN10129365,1
IN10129366,0
IN10129368,1
IN10129369,2
IN10129371,1
IN10129372,1
IN10129373,3
IN10129374,2
IN10129375,2
IN10129376,1
IN10129377,1
IN10129378,2
IN10129379,1
IN10129380,1
IN10129381,1
IN10129382,3
IN10129383,2
IN10129384,1
IN10129385,1
IN10129386,1
IN10129387,4
IN10129388,1
IN10129389,1
IN10129390,1
IN10129391,1
IN10129392,1
IN10129393,1
IN10129394,1
IN10129395,3
IN10129396,1
IN10129397,3
IN10129398,1
IN10129399,1
IN10129401,2
IN10129402,1
IN10129403,1
IN10129404,3
IN10129405,2
IN10129408,3
IN10129409,1
IN10129410,1
IN10129411,1
IN10129412,1
IN10129413,1
IN10129414,1
IN10129415,3
IN10129416,1
IN10129417,1
IN10129418,1
IN10129419,1
IN10129420,1
IN10129421,1
IN10129422,2
IN10129423,1
IN10129424,1
IN10129425,3
IN10129426,2
IN10129427,3
IN10129428,1
IN10129429,2
IN10129430,1
IN10129431,1
IN10129432,1
IN10129433,2
IN10129434,2
IN10129436,1
IN10129437,1
IN10129438,1
IN10129440,2
IN10129441,2
IN10129442,1
IN10129443,1
IN10129444,1
IN10129445,5
IN10129446,1
IN10129447,1
IN10129448,1
IN10129449,1
IN10129450,1
IN10129451,1
IN10129452,1
IN10129453,2
IN10129454,2
IN10129455,1
IN10129456,1
IN10129457,1
IN10129458,1
IN10129459,1
IN10129460,1
IN10129461,1
IN10129462,3
IN10129463,1
IN10129464,1
IN10129465,2
IN10129466,3
IN10129467,1
IN10129468,4
IN10129469,1
IN10129470,1
IN10129471,0
IN10129472,1
IN10129473,1
IN10129474,1
IN10129475,1
IN10129476,1
IN10129477,1
IN10129478,1
IN10129479,1
IN10129480,1
IN10129481,1
IN10129482,1
IN10129483,1
IN10129484,1
IN10129485,1
IN10129486,2
IN10129487,1
IN10129488,1
IN10129489,1
IN10129490,1
IN10129492,1
IN10129493,1
IN10129494,2
IN10129495,1
IN10129496,1
IN10129497,3
IN10129498,1
IN10129499,2
IN10129500,2
IN10129501,1
IN10129502,4
IN10129503,1
IN10129504,1
IN10129505,5
IN10129506,1
IN10129507,1
IN10129508,1
IN10129509,1
IN10129510,1
IN10129511,1
IN10129512,1
IN10129513,1
IN10129514,1
IN10129515,1
IN10129516,1
IN10129517,2
IN10129518,1
IN10129519,2
IN10129521,1
IN10129522,1
IN10129524,1
IN10129525,1
IN10129526,1
IN10129527,1
IN10129528,1
IN10129529,1
IN10129531,1
IN10129532,1
IN10129533,2
IN10129534,2
IN10129535,1
IN10129536,1
IN10129537,1
IN10129538,1
IN10129540,1
IN10129541,1
IN10129542,1
IN10129543,1
IN10129545,3
IN10129546,1
IN10129547,1
IN10129548,1
IN10129550,1
IN10129551,1
IN10129552,1
IN10129553,1
IN10129554,1
IN10129555,1
IN10129556,1
IN10129557,1
IN10129558,1
IN10129559,1
IN10129560,2
IN10129561,1
IN10129562,1
IN10129563,1
IN10129564,1
IN10129565,1
IN10129566,2
IN10129567,1
IN10129568,2
IN10129569,1
IN10129570,2
IN10129571,1
IN10129572,2
IN10129574,1
IN10129575,1
IN10129576,1
IN10129577,1
IN10129578,2
IN10129579,1
IN10129580,1
IN10129581,2
IN10129582,1
IN10129583,2
IN10129584,1
IN10129585,2
IN10129586,2
IN10129587,1
IN10129588,1
IN10129589,3
IN10129590,3
IN10129591,1
IN10129592,1
IN10129594,1
IN10129595,2
IN10129596,1
IN10129597,1
IN10129598,1
IN10129599,2
IN10129600,2
IN10129601,1
IN10129602,3
IN10129604,1
IN10129605,3
IN10129606,1
IN10129607,3
IN10129609,1
IN10129610,1
IN10129611,1
IN10129612,1
IN10129613,1
IN10129614,1
IN10129616,1
IN10129617,2
IN10129618,1
IN10129620,1
IN10129621,1
IN10129622,1
IN10129623,1
IN10129624,2
IN10129626,1
IN10129627,3
